Rand_fix	Completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	Region	ESOffice.y	Latitude	Longitude	Datum
0.327465698	NA	81420-2009-F-0854	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"SR 58 Buttonwillow West Project, between Buttonwillow and McKittrick, Kern Co., CA"	California Dept. of Transportation District 6	2009	2009	2009	6/3/09	40045	40180	9/29/09	40	9/29/09	Yes	No	Yes	Yes	Formal Consultation	Programmatic Project-Level	transportation - road / highway	transportation	Other agencies funds	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	3920263	270646	11	"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)); Lizard, blunt-nosed leopard (Gambelia silus); Kangaroo rat, Tipton (Dipodomys nitratoides nitratoides); Mallow, Kern (Eremalche kernensis); Fox, San Joaquin kit (Vulpes macrotis mutica); Kangaroo rat, giant (Dipodomys ingens)"	"blunt-nosed leopard lizard (gambelia silus): BO = Non-jeopardy; CH = , giant kangaroo rat (dipodomys ingens): BO = Non-jeopardy; CH = , kern mallow (eremalche kernensis): BO = NLAA - Concurrence Provided; CH = , san joaquin kit fox (vulpes macrotis mutica): BO = Non-jeopardy; CH = , san joaquin wooly-threads (monolopia (=lembertia) congdonii): BO = No Effect - No Concurrence Required; CH = , tipton kangaroo rat (dipodomys nitratoides nitratoides): BO = Non-jeopardy; CH = )"	6	6	1	1	1	0	0	0	0	aa0cf3badc3923093a7ecc5a97620aa1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	35.39941	-119.52453	NAD27
0.339790638	NA	08ESMF00-2015-F-0051	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Village Parkway Extension Project, Yolo County"	California Dept. of Transportation District 3	2015	2015	2015	11/7/14	41950	42085	12/15/14	38	12/15/14	Yes	Yes	Yes	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	38.557365	-121.522788	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	valley elderberry longhorn beetle (desmocerus californicus dimorphus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	b1829dd710bb8ff4042131e5aa63c66a	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.55746	-121.52172	NAD27
0.342321827	NA	01EWFW00-2012-F-0172	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Moclips Split Logging Unit PCF	Bureau of Indian Affairs	2012	2012	2012	3/30/12	40998	41068	4/2/12	3	4/2/12	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5234088	414127	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	7230802bd55e6cd11112d084d65fbe8e	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.25485	-124.13365	NAD27
0.347433749	NA	14420-2010-F-0379	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - Challis Grazing Allotment	Forest Service	2010	2010	2011	6/21/10	40350	40485	10/12/10	113	10/12/10	Yes	No	No	Yes	Formal Consultation	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	No ARRA funding	NAD27	44.50712	-114.459938	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	ce6a85e4ac0bc9e74077e73ec43cd0e0	ce6a85e4ac0bc9e74077e73ec43cd0e0	1	IDAHO FISH AND WILDLIFE OFFICE	44.50712	-114.459938	NAD27
0.350834128	NA	81420-2008-F-0023	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Goldridge/Montoya Property	Army Corps of Engineers	2008	2008	2008	10/2/07	39357	39491	3/12/08	162	3/12/08	No	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4237939	590154	10	"Orcutt grass, San Joaquin (Orcuttia inaequalis); Clover, showy Indian (Trifolium amoenum); Salamander, California tiger (Ambystoma californiense); Goldfields, Contra Costa (Lasthenia conjugens)"	"california tiger salamander (ambystoma californiense): BO = Non-jeopardy / No Adverse Mod; CH = , contra costa goldfields (lasthenia conjugens): BO = No Effect - Concurrence Provided; CH = , san joaquin orcutt grass (orcuttia inaequalis): BO = No Effect - Concurrence Provided; CH = , showy indian clover (trifolium amoenum): BO = No Effect - Concurrence Provided; CH = )"	4	4	3	0	3	0	0	0	0	dcc27564a9a055898b8bef5fc18b8e3b	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.28508	-121.96809	NAD27
0.356971605	NA	01EWFW00-2013-F-0209	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	CWFO First Bend Nason Creek Lower White Pine Reach Habitat Restoration Project	Army Corps of Engineers	2013	2013	2013	3/19/13	41352	41487	3/19/13	NA	3/19/13	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	NAD83	47.77813	-120.828628	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bear, grizzly (Ursus arctos horribilis); Owl, northern spotted (Strix occidentalis caurina); Wolf, gray (Canis lupus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = No Adverse Modification, gray wolf (canis lupus): BO = NLAA - Concurrence Provided; CH = , grizzly bear (ursus arctos horribilis): BO = NLAA - Concurrence Provided; CH = , northern spotted owl (strix occidentalis caurina): BO = NLAA - Concurrence Provided; CH = NLAA - Concurrence Provided)"	4	4	0	3	3	0	0	0	0	fcf6bcaae4a6cc23f084a9abf24b2d14	e78f0d8fefc7fac58972d047c00f8061	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.77829	-120.82742	NAD27
0.358865375	NA	33410-2008-F-0184	3	MO	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	FY 08 Lynchburg Project	Forest Service	2008	2008	2008	11/1/07	39387	39522	12/12/07	41	12/12/07	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - harvest	forestry	No ARRA funding	NAD27	NA	NA	37	29	25	-92	17	39	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Bat, gray (Myotis grisescens); Mussel, scaleshell (Leptodea leptodon)"	"gray bat (myotis grisescens): BO = NLAA - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = Non-jeopardy; CH = , scaleshell mussel (leptodea leptodon): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	2	2	0	0	0	0	b04b1e77dc8c32bf4a59e90f4359aa6a	None	3	COLUMBIA ECOLOGICAL SERVICES FIELD OFFICE	37.49023	-92.294	NAD27
0.363019068	NA	12200-2011-F-0344	1	HI	PACIFIC ISLANDS FISH AND WILDLIFE OFFICE	"Formal Consultation for the Use of Sumb Credits for the Marpi Stockpile Project, CNMI"	-- OTHER NON-FEDERAL AGENCY --	2011	2011	2012	6/6/11	40792	40822	10/6/11	30	10/6/11	Yes	No	No	Yes	Formal Consultation	Standard	dredge / excavation	dredge / excavation	No ARRA funding	WGS84	15.2732	145.820254	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Warbler, nightingale reed (old world warbler) (Acrocephalus luscinia)"	nightingale reed warbler (old world warbler) (acrocephalus luscinia): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	0b9c99d57538c97efd0e45352ebef238	None	1	PACIFIC ISLANDS FISH AND WILDLIFE OFFICE	15.2732	145.82025	NAD27
0.367779648	NA	81420-2009-F-0567	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Caltrans Second Amendment to Solano 12 Roadway and Safety Improvements Project	Federal Highway Administration	2009	2009	2009	3/25/09	39897	40032	3/30/09	5	3/30/09	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	38.2345	-121.9778	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Goldfields, Contra Costa (Lasthenia conjugens)"	contra costa goldfields (lasthenia conjugens): BO = Non-jeopardy / No Adverse Mod; CH = Non-jeopardy / No Adverse Mod	1	1	0	0	NA	0	0	0	0	dcc27564a9a055898b8bef5fc18b8e3b	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.23459	-121.97672	NAD27
0.378177164	NA	08ESMF00-2013-F-0461	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"LLNL Infill and Redevelopment, Livermore,CA"	National Nuclear Security Administration	2013	2013	2013	4/5/13	41369	41504	8/1/13	118	8/1/13	Yes	No	No	Yes	Formal Consultation	Standard	development - government / municipal	development	No ARRA funding	WGS84	37.687914	-121.707588	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	d7f16375c607fddf75a79816759506e1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.68798	-121.70653	NAD27
0.379444777	NA	81420-2010-F-0789	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Simpson University Sports Complex, Shasta County"	Army Corps of Engineers	2010	2010	2011	6/18/10	40392	40527	10/6/10	65	10/6/10	Yes	No	No	Yes	Formal Consultation	Standard	development	development	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4496107	556494	10	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fairy shrimp, vernal pool (Branchinecta lynchi)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	2500ce01ea4a2f92b0bd2270c56283e4	2500ce01ea4a2f92b0bd2270c56283e4	8	SACRAMENTO FISH AND WILDLIFE OFFICE	40.61398	-122.33103	NAD27
0.381284631	NA	65411-2009-F-0187	6	UT	UTAH ECOLOGICAL SERVICES FIELD OFFICE	BA for the Kitty Hawk Administrative site Master Development Plan Project	Forest Service	2009	2009	2010	7/17/09	40120	40255	3/8/10	125	3/8/10	Yes	No	No	Yes	Formal Consultation	Standard	development - government / military	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4174365	316187	12	"Prairie dog, Utah (Cynomys parvidens)"	utah prairie dog (cynomys parvidens): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	3add9407d434882ec22ba8bf03266fa4	0068fda3335482a2552b9529b5081f19	6	UTAH ECOLOGICAL SERVICES FIELD OFFICE	37.69812	-113.08419	NAD27
0.382917264	NA	08ESMF00-2013-FE-0295	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 1 Fort Ross Slip Out	California Dept. of Transportation District 4	2013	2013	2014	7/10/13	41556	41557	2/5/14	119	2/5/14	No	No	Yes	Yes	Formal Emergency Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	38.512825	-123.232851	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frog, California red-legged (Rana draytonii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	14e136b7e2a54cac7f3ae9b81e274945	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.51291	-123.23173	NAD27
0.394054242	NA	08EVEN00-2013-F-0012	8	CA	VENTURA FISH AND WILDLIFE OFFICE	VAFB Pre-Notification 1800 Series Bldg Demolition	Department of Defense (DOD) - Air Force	2013	2013	2013	10/10/12	41192	41222	10/24/12	14	10/24/12	Yes	No	No	Yes	Formal Consultation	Standard	development - government / military	development	No ARRA funding	WGS84	34.7295	-120.5049	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Frog, California red-legged (Rana draytonii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	189ac82f48c0ef62116b939b082723ca	None	8	VENTURA FISH AND WILDLIFE OFFICE	34.72952	-120.5039	NAD27
0.396000867	NA	13260-2008-F-0113	1	WA	CENTRAL WASHINGTON FIELD OFFICE	Brad Bastain OWS      RGP-5	Army Corps of Engineers	2008	2008	2008	7/28/08	39657	39671	7/29/08	1	7/29/08	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	private dock / pier - new construction	private dock / pier	No ARRA funding	WGS84	47.7853	-120.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	1646a097ff1e3a65739d3d17e18306aa	None	1	CENTRAL WASHINGTON FIELD OFFICE	47.78545	-120.20981	NAD27
0.405003654	NA	81420-2008-F-1484	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	13 erosion repair 2008 and 2009	Army Corps of Engineers	2008	2008	2008	5/9/08	39577	39712	6/24/08	46	6/24/08	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4272469	633100	10	"Smelt, delta (Hypomesus transpacificus); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	d56f30dcc019a7203f97f38ca9f3f7c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.59083	-121.47064	NAD27
0.417836738	NA	81420-2008-F-1092	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Creekview Specific Plan, Placer County"	Army Corps of Engineers	2008	2011	2014	3/8/11	41942	42077	9/22/14	NA	9/22/14	Yes	No	Yes	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4301156	639518	10	"Fairy shrimp, vernal pool (Branchinecta lynchi)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	266a44c93b6a1bc728e941aedcf5cc30	dcc27564a9a055898b8bef5fc18b8e3b	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.84827	-121.39119	NAD27
0.42912858	NA	81420-2011-F-0806	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Marsh Creek Road Safety Improvements Project	California Dept. of Transportation District 4	2011	2011	2012	8/31/11	40926	41061	2/8/12	21	2/8/12	Yes	No	No	Yes	Formal Consultation	Standard	transportation - road / highway	transportation	No ARRA funding	WGS84	NA	NA	37	54	52.4	-121	53	18.3	NA	NA	NA	"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus); Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii); Fox, San Joaquin kit (Vulpes macrotis mutica)"	NA	4	0	NA	NA	NA	NA	0	NA	NA	86647a81610af44b85918220ccd7b3c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.91463	-121.88735	NAD27
0.432327428	NA	41910-2010-F-0077	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Avion Point West - Orange	Army Corps of Engineers	2010	2010	2010	11/12/09	40129	40264	1/19/10	68	1/19/10	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	NAD83	28.738	-81.615	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, eastern indigo (Drymarchon corais couperi)"	eastern indigo snake (drymarchon corais couperi): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	e3dfb1835a829a181f79e00214ef0ab2	None	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	28.73773	-81.6152	NAD27
0.436607652	NA	81420-2011-F-0826	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Balfour Road Culvert Repair	Army Corps of Engineers	2011	2011	2011	9/12/11	40798	40933	9/23/11	11	9/23/11	Yes	No	No	Yes	Formal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	37.9252	-121.7705	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii); Fox, San Joaquin kit (Vulpes macrotis mutica)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	86647a81610af44b85918220ccd7b3c2	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.92528	-121.76943	NAD27
0.455822605	NA	01EIFW00-2014-F-0397	1	ID	IDAHO FISH AND WILDLIFE OFFICE	Grandview Bridge Repair Project	Federal Highway Administration	2014	2014	2015	4/23/14	41891	42026	1/5/15	118	1/5/15	Yes	No	Yes	Yes	Formal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	NAD83	42.99633	-116.097286	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snail, Snake River physa (Physa natricina)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	976b1a318abf7867981a11e3a5ca29e3	b38a49a459851196858e3777370dffcf	1	IDAHO FISH AND WILDLIFE OFFICE	42.99644	-116.09636	NAD27
0.461041549	NA	81420-2011-F-0593	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Mitchell Ravine Project, Carnegie State Vehicle Recreation Area"	Army Corps of Engineers	2011	2011	2011	5/18/11	40749	40884	9/30/11	67	9/30/11	Yes	No	No	Yes	Formal Consultation	Standard	stream restoration / enhancement	stream restoration / enhancement	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4165765	625442	10	"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus); Salamander, California tiger (Ambystoma californiense); Frog, California red-legged (Rana draytonii); Fox, San Joaquin kit (Vulpes macrotis mutica); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	"alameda whipsnake (=striped racer) (masticophis lateralis euryxanthus): BO = Non-jeopardy; CH = NLAA - Concurrence Provided, california red-legged frog (rana draytonii): BO = Non-jeopardy; CH = NLAA - Concurrence Provided, california tiger salamander (ambystoma californiense): BO = Non-jeopardy; CH = , san joaquin kit fox (vulpes macrotis mutica): BO = Non-jeopardy; CH = , valley elderberry longhorn beetle (desmocerus californicus dimorphus): BO = Non-jeopardy; CH = )"	5	5	0	2	2	0	0	0	0	d7f16375c607fddf75a79816759506e1	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	37.63053	-121.57732	NAD27
0.462179027	NA	81420-2009-F-0343	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Airfield Neighborhood Park Site	Environmental Protection Agency	2009	2009	2010	1/5/09	39818	39953	6/8/10	519	6/8/10	No	No	No	Yes	Formal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4251841	521173	10	"Salamander, California tiger (Ambystoma californiense)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	c348cbc7d38bb1c88c6eda9c97820305	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.41465	-122.75637	NAD27
0.465327543	NA	42420-2011-F-0369	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	NCDOT - Division 4 - Bridge No. 500236	Army Corps of Engineers	2011	2012	2014	11/28/11	41648	41783	1/22/14	13	1/22/14	Yes	No	No	Yes	Formal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	35.589552	-78.188314	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Spinymussel, Tar River (Elliptio steinstansana); Wedgemussel, dwarf (Alasmidonta heterodon)"	NA	2	0	NA	NA	NA	NA	0	NA	NA	304cfbc2b02f8a36bc3593f05162ee15	None	4	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	35.58939	-78.1886	NAD27
0.466140677	NA	13410-2010-F-0316	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Clark Two Goodwin Timber Sale	Bureau of Indian Affairs	2010	2010	2010	5/11/10	40309	40444	6/10/10	30	6/10/10	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5242843	412272	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	1	1	0	0	0	0	49ae3a9ef904c0e12d52eab2652b30c5	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.33336	-124.15988	NAD27
0.47531649	NA	08ESMF00-2013-F-0582	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"Beale AFB Lodging Facility, Yuba County"	Department of Defense (DOD) - Air Force	2013	2013	2014	8/8/13	41494	41629	12/5/13	119	12/5/13	Yes	No	Yes	Yes	Formal Consultation	Standard	development - government / military	development	No ARRA funding	WGS84	39.117656	-121.396902	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fairy shrimp, vernal pool (Branchinecta lynchi)"	"vernal pool fairy shrimp (branchinecta lynchi): BO = Non-jeopardy; CH = , vernal pool tadpole shrimp (lepidurus packardi): BO = Non-jeopardy; CH = )"	2	2	0	0	NA	0	0	NA	0	b1829dd710bb8ff4042131e5aa63c66a	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	39.11776	-121.39583	NAD27
0.479944201	NA	13410-2008-F-0242	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Gerald King Cedar Salvage Sale	Bureau of Indian Affairs	2008	2008	2008	4/7/08	39545	39680	4/30/08	23	4/30/08	Yes	No	No	Yes	Formal Consultation	Standard	forestry - timber sale	forestry	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5259275	420226	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = Non-jeopardy; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	1	1	0	0	0	0	49ae3a9ef904c0e12d52eab2652b30c5	None	1	WASHINGTON FISH AND WILDLIFE OFFICE	47.48221	-124.05758	NAD27
0.482931131	NA	81420-2008-F-1958	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	"City of Roseville Open Space Preserves Mangement Plan and Monitoring Reports, Placer County"	Army Corps of Engineers	2008	2008	2011	9/23/08	40487	40622	5/3/11	179	5/3/11	No	No	Yes	Yes	Formal Consultation	Standard	land - management plans	land	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	4290030	649711	10	"Tadpole shrimp, vernal pool (Lepidurus packardi); Fairy shrimp, Conservancy (Branchinecta conservatio); Fairy shrimp, vernal pool (Branchinecta lynchi); Beetle, valley elderberry longhorn (Desmocerus californicus dimorphus)"	"conservancy fairy shrimp (branchinecta conservatio): BO = NLAA - Concurrence Provided; CH = , valley elderberry longhorn beetle (desmocerus californicus dimorphus): BO = Non-jeopardy; CH = , vernal pool fairy shrimp (branchinecta lynchi): BO = Non-jeopardy; CH = , vernal pool tadpole shrimp (lepidurus packardi): BO = Non-jeopardy; CH = )"	4	4	0	1	1	0	0	0	0	aee3905e2d657fd78afdf6b87354fe4e	None	8	SACRAMENTO FISH AND WILDLIFE OFFICE	38.74637	-121.2762	NAD27
0.483826347	NA	41420-2008-F-0224	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Lightning Season Prescribed Fire Avon Park Air Force Range	Department of Defense (DOD) - Air Force	2008	2008	2008	3/7/08	39514	39649	4/2/08	26	4/2/08	Yes	No	No	Yes	Formal Consultation	Standard	fire - prescribed burn	fire	No ARRA funding	WGS84	27.625	-81.324	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Woodpecker, red-cockaded (Picoides borealis); Sparrow, Florida grasshopper (Ammodramus savannarum floridanus); Snake, eastern indigo (Drymarchon corais couperi); Scrub-jay, Florida (Aphelocoma coerulescens)"	"eastern indigo snake (drymarchon corais couperi): BO = NLAA - Concurrence Provided; CH = , florida grasshopper sparrow (ammodramus savannarum floridanus): BO = Non-jeopardy; CH = , florida scrub-jay (aphelocoma coerulescens): BO = NLAA - Concurrence Provided; CH = , red-cockaded woodpecker (picoides borealis): BO = NLAA - Concurrence Provided; CH = )"	4	4	0	3	3	0	0	0	0	7a045683e65ebf1a927f63a98bc050cc	9ad0a82679166ad081178a4a0ae208b9	4	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.62469	-81.32421	NAD27
0.51383044	NA	81430-2011-F-0310	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[IMP] Draft ISDRA RMP - Biological Opinion	Bureau of Land Management	2011	2011	2013	3/4/11	40606	40741	11/2/12	609	11/2/12	No	No	No	Yes	Formal Consultation	Programmatic Project-Level	land - management plans	land	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	3652229	680758	11	"Tortoise, desert (Gopherus agassizii); Lizard, flat-tailed horned (Phrynosoma mcallii); Milk-vetch, Peirsons (Astragalus magdalenae var. peirsonii)"	NA	3	0	NA	NA	NA	NA	0	NA	NA	041fc85e8dd65325327556cf01df4264	ca5d8b6ffd3e9d7bc0a6c2a2cc6a9d6e	8	CARLSBAD FISH AND WILDLIFE OFFICE	32.99346	-115.06451	NAD27
0.51497841	NA	84320-2008-F-0002	8	NV	NEVADA FISH AND WILDLIFE OFFICE	"City of North Las Vegas 2,674 Acre Sites in the City of North Las Vegas (SPK-2007-1746-SG)"	Army Corps of Engineers	2008	2008	2008	10/1/07	39356	39491	11/8/07	38	11/8/07	Yes	No	No	Yes	Formal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	36	18	0	-115	8	30	NA	NA	NA	"Tortoise, desert (Gopherus agassizii)"	desert tortoise (gopherus agassizii): BO = Non-jeopardy; CH = 	1	1	0	0	NA	0	0	NA	0	a1fb6bc25dbad7be55999ed9f3fa8737	None	8	NEVADA FISH AND WILDLIFE OFFICE	36.30003	-115.14083	NAD27
0.516629719	NA	84320-2010-F-0040	8	NV	NEVADA FISH AND WILDLIFE OFFICE	DOE - Port Gaston Blast Pad Clearing (2nd pad)	National Nuclear Security Administration	2010	2010	2010	10/21/09	40107	40152	11/25/09	35	11/25/09	Yes	No	No	Yes	Formal Consultation	Programmatic Project-Level	development - government / military	development	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	4087277	584341	11	"Tortoise, desert (Gopherus agassizii)"	NA	1	0	NA	NA	NA	NA	0	NA	NA	56ab9163da8996d56f932d846dab1f4f	953761bed9f2498c99ea2f6e0a2c4d53	8	NEVADA FISH AND WILDLIFE OFFICE	36.9278	-116.05213	NAD27
