rand_fixed	completed	activity_code	region	state	ESOffice.x	title	lead_agency	FY	FY_start	FY_concl	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	date_active_concl	timely_concl	hours_logged	events_logged	formal_consult	consult_type	consult_complex	work_type	work_category	ARRA	datum	lat_dec_deg	long_dec_deg	lat_deg	lat_min	lat_sec	long_deg	long_min	long_sec	UTM_E	UTM_N	UTM_zone	spp_ev_ls	spp_BO_ls	n_spp_eval	n_spp_BO	n_nofx	n_NLAA	n_conc	n_jeop	n_rpa	n_admo	n_tech	staff_lead_hash	staff_support_hash	with_coord	Region	ESOffice.y	Latitude	Longitude	Datum
0.533294969	NA	52420-2008-I-0831	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	SR 1026 Bridge Replacement Segloch Run	Army Corps of Engineers	2008	2008	2009	2/14/08	NA	1/2/09	12/16/08	306	12/16/08	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	NA	NA	40	13	56.1	-76	16	44.2	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.23216	-76.27927	NAD27
0.533370812	NA	13410-2010-I-0213	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	EWFO -  Mill Creek Stockpile Site	Federal Highway Administration	2010	2010	2010	3/16/10	NA	4/15/10	3/18/10	2	3/18/10	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	WGS84	NA	NA	NA	NA	NA	NA	NA	NA	5384597	458807	11	"Bear, grizzly (Ursus arctos horribilis); Wolf, gray (Canis lupus); Lynx, Canada (Lynx canadensis)"	"canada lynx (lynx canadensis): BO = NLAA - Concurrence Provided; CH = , gray wolf (canis lupus): BO = NLAA - Concurrence Provided; CH = , grizzly bear (ursus arctos horribilis): BO = NLAA - Concurrence Provided; CH = )"	3	3	0	3	3	0	0	0	0	52c12a60005eb8b98209dff98605c5e2	None	TRUE	1	WASHINGTON FISH AND WILDLIFE OFFICE	48.61318	-117.55779	NAD27
0.534079163	NA	52420-2011-I-0038	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Dominion Transmission Northeast Expansion Pipeline (CPA 2012-0049)	-- OTHER: CONSULTANT --	2011	2011	2011	10/12/10	NA	11/11/10	1/27/11	107	1/27/11	No	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	NA	NA	40	54	35	-79	1	5	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	62587288c6ffe07ff00632de8feb0bc3	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.90966	-79.0183	NAD27
0.534437922	NA	03E15000-2012-I-0866	3	OH	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	"ODOT - SEN-12-10.49 (PID 90871)  Bridge Replacement, Seneca Co. OH"	Federal Highway Administration	2012	2012	2012	5/1/12	NA	5/31/12	7/12/12	72	7/12/12	No	No	No	No	Informal Consultation	Programmatic Project-Level	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	NA	NA	41	13	38	-83	15	51	NA	NA	NA	"Eagle, bald (Haliaeetus leucocephalus); Bat, Indiana (Myotis sodalis); Massasauga (=Rattlesnake), eastern (Sistrurus catenatus); Bean, rayed (Villosa fabalis)"	"bald eagle (haliaeetus leucocephalus): BO = No Effect - No Concurrence Required; CH = , eastern massasauga (=rattlesnake) (sistrurus catenatus): BO = No Effect - No Concurrence Required; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , rayed bean (villosa fabalis): BO = No Effect - No Concurrence Required; CH = )"	4	4	3	1	1	0	0	0	0	99f7e582140ddaaff437beb7edfa8391	None	TRUE	3	COLUMBUS ECOLOGICAL SERVICES FIELD OFFICE	41.22717	-83.26424	NAD27
0.535121205	NA	41910-2009-I-0268	4	FL	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Fishhawk Road from Bell Shoals Road to Pinecrest Road  - Hillsborough	Army Corps of Engineers	2009	2009	2009	4/1/09	NA	5/1/09	4/21/09	20	4/21/09	Yes	No	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	NAD83	27.85667	-82.23639	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Snake, eastern indigo (Drymarchon corais couperi); Stork, wood (Mycteria americana)"	 	2	0	NA	NA	NA	NA	0	NA	NA	791acc571aa916d7ad27e866002ebd00	None	TRUE	4	NORTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27.85637	-82.23658	NAD27
0.535126714	NA	04EM1000-2015-I-0096	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"Fair River Telecommunications Tower, Lincoln County, MS"	Federal Communications Commission	2015	2015	2015	10/20/14	NA	11/19/14	11/12/14	23	11/12/14	Yes	Yes	Yes	No	Informal Consultation	Standard	communications tower - new construction	communications tower	No ARRA funding	WGS84	NA	NA	31	32	53.3	-90	16	2.9	NA	NA	NA	"Woodpecker, red-cockaded (Picoides borealis); Bear, Louisiana black (Ursus americanus luteolus)"	 	2	0	NA	NA	NA	NA	0	NA	NA	e17a614fbfe58dff144ec3c7fe8e7cc0	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	31.54797	-90.26738	NAD27
0.535421953	NA	13410-2008-I-0586	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	David Syre Farm Bank Stabilization Repair	Army Corps of Engineers	2008	2009	2009	1/12/09	NA	2/11/09	1/27/09	15	1/27/09	Yes	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5412205	550774	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = NLAA - Concurrence Provided	1	1	0	1	1	0	0	0	0	fc8301d10d9557c066947459d9bfb4d5	None	TRUE	1	WASHINGTON FISH AND WILDLIFE OFFICE	48.86089	-122.30648	NAD27
0.536024595	NA	05E2PA00-2012-I-1199	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Caiman Energy Ventre Unit Lateral Gas Pipeline	-- OTHER: CONSULTANT --	2012	2012	2012	8/10/12	NA	9/9/12	9/19/12	40	9/19/12	No	No	No	No	Informal Consultation	Standard	oil or gas pipeline	oil or gas pipeline	No ARRA funding	WGS84	NA	NA	40	23	39.9	-78	35	39.8	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	"indiana bat (myotis sodalis): BO = Not Required - See Event Description; CH = , migratory birds trust resources; CH = Not Required - See Event Description; CH = )"	2	2	0	0	NA	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	ae6b1c6028ba5d0b756839ac57566702	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.39434	-78.59465	NAD27
0.536775148	NA	05E2PA00-2015-I-0106	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	BMS 04 0068 0010 1680 and 04 0168 0260 0000 Bridge Maintenance	Federal Highway Administration	2015	2015	2015	11/6/14	NA	12/6/14	12/8/14	32	12/8/14	No	Yes	Yes	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	40	38	42.1	-80	30	44.5	NA	NA	NA	"Riffleshell, northern (Epioblasma torulosa rangiana)"	 	1	0	NA	NA	NA	NA	0	NA	NA	3766b0df9fe58606445fba485f3af668	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.64496	-80.51257	NAD27
0.537042005	NA	31440-2009-I-0286	3	IN	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	Rehabilitation of US 12 Bridges over Burns Waterway	Federal Highway Administration	2009	2009	2009	12/16/08	NA	1/15/09	1/14/09	29	1/14/09	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	NAD27	NA	NA	NA	NA	NA	NA	NA	NA	4607443	485314	16		 	2	0	NA	NA	NA	NA	0	NA	NA	83ce3a0a0288ffbb92c0d8763910484a	83ce3a0a0288ffbb92c0d8763910484a	TRUE	3	BLOOMINGTON ECOLOGICAL SERVICES FIELD OFFICE	41.61853	-87.17625	NAD27
0.537405844	NA	04ES1000-2013-I-0359	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	"Terracon - 202 Norris Road, Greenwood, SC"	Federal Communications Commission	2013	2013	2013	7/24/13	NA	8/23/13	8/19/13	26	8/19/13	Yes	No	No	No	Informal Consultation	Standard	communications tower - new construction	communications tower	No ARRA funding	NAD83	34.162945	-82.120241	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	16d3c79b0e80dccb09ed2a06494f63ee	None	TRUE	4	SOUTH CAROLINA ECOLOGICAL SERVICES	34.16282	-82.1204	NAD27
0.537697013	NA	52420-2008-I-0306	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	I-95 Scudder Falls Bridge Improvement Project	-- OTHER NON-FEDERAL AGENCY --	2008	2008	2012	11/13/07	NA	10/26/11	10/26/11	1443	10/26/11	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	NA	NA	40	15	26.8	-74	50	55.5	NA	NA	NA	"Eagle, bald (Haliaeetus leucocephalus); Bat, Indiana (Myotis sodalis); Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii); Sturgeon, shortnose (Acipenser brevirostrum)"	"bald eagle (haliaeetus leucocephalus): BO = Technical Assistance; CH = , bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = , indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = , shortnose sturgeon (acipenser brevirostrum): BO = Technical Assistance; CH = )"	4	4	1	1	2	0	0	0	2	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.25734	-74.84914	NAD27
0.538408677	NA	05E2PA00-2013-I-1224	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Emil Svercek Private Bridge Replacement	-- OTHER --	2013	2013	2014	9/19/13	NA	10/19/13	11/15/13	57	11/15/13	No	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	39	55	48	-79	28	21	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	39.92993	-79.47274	NAD27
0.538454799	NA	05E2SV00-2015-I-0042	5	VA	SOUTHWESTERN VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Rt 619 pipe replacement for Plank Camp Cr.	Virginia Department of Transportation	2015	2015	2015	4/2/15	NA	5/2/15	4/21/15	19	4/21/15	Yes	Yes	No	No	Informal Consultation	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - non federal	transportation	No ARRA funding	WGS84	36.688846	-82.57837	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Mussel, sheepnose (Plethobasus cyphyus); Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa); Kidneyshell, fluted (Ptychobranchus subtentum); Pigtoe, shiny (Fusconaia cor); Bat, northern long-eared (Myotis septentrionalis); Bat, Indiana (Myotis sodalis); Combshell, Cumberlandian (Epioblasma brevidens); Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia); Mussel, oyster (Epioblasma capsaeformis); Pearlymussel, cracking (Hemistena lata); Mucket, pink (pearlymussel) (Lampsilis abrupta); Pearlymussel, littlewing (Pegias fabula); Pigtoe, finerayed (Fusconaia cuneolus); Pearlymussel, slabside (Pleuronaia dolabelloides); Darter, duskytail (Etheostoma percnurum); Chub, slender (Erimystax cahni); Fanshell (Cyprogenia stegaria); Rabbitsfoot, rough (Quadrula cylindrica strigillata); Pearlymussel, dromedary (Dromus dromas); Bat, gray (Myotis grisescens); Madtom, yellowfin (Noturus flavipinnis); Dace, blackside (Phoxinus cumberlandensis); Pearlymussel, birdwing (Lemiox rimosus); Mussel, snuffbox (Epioblasma triquetra); Spectaclecase (mussel) (Cumberlandia monodonta); Bean, purple (Villosa perpurpurea); Pigtoe, rough (Pleurobema plenum)"	 	27	0	NA	NA	NA	NA	0	NA	NA	None	dc9baa3711cb062a1df4c5f70808e462	TRUE	5	SOUTHWESTERN VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	36.68875	-82.57849	NAD27
0.538810731	NA	05E2VA00-2014-I-1335	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Commonwealth Wood Preservers VA0073555	Virginia Department of Environmental Quality	2014	2014	2014	2/28/14	NA	3/30/14	3/11/14	11	3/11/14	Yes	No	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	NA	NA	37	0	36	-76	24	48	NA	NA	NA	"Sea turtle, loggerhead (Caretta caretta)"	 	1	0	NA	NA	NA	NA	0	NA	NA	3902fb80ec9699bbd8e22ed0eee570c0	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	37.00985	-76.41366	NAD27
0.539077913	NA	52420-2011-I-0713	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Southside Drive (Near 88 Seavers Road) Culvert Rehabilitation Penn Township	-- OTHER: CONSULTANT --	2011	2011	2011	4/20/11	NA	5/20/11	5/10/11	20	5/10/11	Yes	No	No	No	Informal Consultation	Standard	stream / waterbody - modification - culvert / pipe	stream / waterbody	No ARRA funding	WGS84	NA	NA	40	5	12.7	-77	20	55.8	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.08677	-77.34913	NAD27
0.539193682	NA	31410-2010-I-0450	3	MI	EAST LANSING ECOLOGICAL SERVICES FIELD OFFICE	"Consolidated Navy Operations Support Center, Fort Custer"	Department of Defense (DOD) - Navy	2010	2011	2011	10/25/10	NA	11/24/10	11/8/10	14	11/8/10	Yes	No	No	No	Informal Consultation	Standard	development - government / military	development	No ARRA funding	WGS84	42.328771	-85.281951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bat, Indiana (Myotis sodalis); Massasauga (=Rattlesnake), eastern (Sistrurus catenatus)"	 	2	0	NA	NA	NA	NA	0	NA	NA	5b8879c79d142c979ca9fedf3ef00827	0cb7985c9cb3a711d2220b59b91fe637	TRUE	3	EAST LANSING ECOLOGICAL SERVICES FIELD OFFICE	42.32873	-85.28195	NAD27
0.539274208	NA	04EN2000-2013-I-0276	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	"G2 Consulting Group, LLC-  195ft Lattice Type Communications Tower"	-- OTHER: CONSULTANT --	2013	2013	2013	6/17/13	NA	7/17/13	7/11/13	24	7/11/13	Yes	No	No	No	Informal Consultation	Standard	communications tower	communications tower	No ARRA funding	WGS84	34.529	-77.408	NA	NA	NA	NA	NA	NA	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	17d9486a8a028e4a0411f0bb56c7acbf	None	TRUE	4	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	34.52883	-77.40832	NAD27
0.53961951	NA	52410-2010-I-0116	5	NY	NEW YORK ECOLOGICAL SERVICES FIELD OFFICE	COE BU 2008-01781 Willow Run Foods	Army Corps of Engineers	2010	2010	2010	12/3/09	NA	12/17/09	12/9/09	6	12/9/09	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	NA	NA	42	5	5	-75	49	1	NA	NA	NA	"Eagle, bald (Haliaeetus leucocephalus)"	bald eagle (haliaeetus leucocephalus): BO = No Effect - No Concurrence Required; CH = 	1	1	1	0	NA	0	0	0	0	67e2dc22aeeee9e583b31ffc732e4f9d	None	TRUE	5	NEW YORK ECOLOGICAL SERVICES FIELD OFFICE	42.08465	-75.81731	NAD27
0.540005489	NA	04EM1000-2012-I-0932	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"mda 1207 dewey st, hattiesburg"	Department of Housing and Urban Development	2012	2012	2012	6/27/12	NA	7/27/12	7/6/12	9	7/6/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	WGS84	NA	NA	31	20	29.7	-89	17	36.9	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	75e05c08de2ac8174753d5dca0def920	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	31.34141	-89.29352	NAD27
0.540205311	NA	52420-2009-I-0832	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	City of Reading WWTP Upgrade	-- OTHER: CONSULTANT --	2009	2009	2009	3/10/09	NA	4/9/09	4/29/09	50	4/29/09	No	No	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	40.336	-75.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	8948dfe5f7b5ea32dba8b7988fcb8a7f	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.33591	-75.99534	NAD27
0.540600455	NA	52420-2010-I-1346	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	Isbell Gerould Young Temporary Waterlines	-- OTHER: CONSULTANT --	2010	2010	2011	8/30/10	NA	9/29/10	11/16/10	78	11/16/10	No	No	No	No	Informal Consultation	Standard	oil or gas exploration / production	oil or gas exploration / production	No ARRA funding	WGS84	41.844393	-76.602232	NA	NA	NA	NA	NA	NA	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	ae6b1c6028ba5d0b756839ac57566702	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.84432	-76.60256	NAD27
0.540742261	NA	13410-2010-I-0198	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Expeditionary Swimmer Defense System Phase 2 Panel Demonstration	Department of Defense (DOD) - Navy	2010	2010	2010	3/24/10	NA	4/23/10	3/30/10	6	3/30/10	Yes	No	No	No	Informal Consultation	Standard	shoreline usage facilities / development	shoreline usage facilities / development	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5325072	519043	10	"Murrelet, marbled (Brachyramphus marmoratus); Trout, bull (Salvelinus confluentus)"	"bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = , marbled murrelet (brachyramphus marmoratus): BO = NLAA - Concurrence Provided; CH = )"	2	2	0	2	2	0	0	0	0	06217cfdd8c8599e2ba3bd899cfa1c91	None	TRUE	1	WASHINGTON FISH AND WILDLIFE OFFICE	48.07882	-122.74305	NAD27
0.54085801	NA	05E2VA00-2012-I-0236	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Sycamore Hills	STATE OF VIRGINIA	2012	2012	2012	12/27/11	NA	1/12/12	1/12/12	16	1/12/12	Yes	No	No	No	Informal Consultation	Standard	development - residential	development	No ARRA funding	NAD83	NA	NA	38	22	36	-77	22	34	NA	NA	NA	"Pogonia, small whorled (Isotria medeoloides)"	 	1	0	NA	NA	NA	NA	0	NA	NA	d18f62aeec68f53ecf10d0370f726a2f	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	38.37654	-77.37641	NAD27
0.541177503	NA	13410-2010-I-0183	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	SR520 Pontoon Construction - ALY Sediment Sampling and Analysis Project	Federal Highway Administration	2010	2010	2010	2/5/10	NA	3/7/10	2/16/10	11	2/16/10	Yes	No	No	No	Informal Consultation	Standard	dredge / excavation - disposal	dredge / excavation	No ARRA funding	NAD83	NA	NA	NA	NA	NA	NA	NA	NA	5201201	436512	10	"Trout, bull (Salvelinus confluentus)"	bull trout (salvelinus confluentus): BO = NLAA - Concurrence Provided; CH = NLAA - Concurrence Provided	1	1	0	1	1	0	0	0	0	5945ec3b6752999f8103325592120675	None	TRUE	1	WASHINGTON FISH AND WILDLIFE OFFICE	46.96148	-123.83321	NAD27
0.541570879	NA	64413-2009-I-0691	6	SD	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	Sioux Falls Public Housing Maintainence	Community Planning and Development (HUD)	2009	2009	2009	9/29/09	NA	10/29/09	9/29/09	0	9/29/09	Yes	No	No	No	Informal Consultation	Standard	federal grant / loan related	federal grant / loan related	No ARRA funding	WGS84	NA	NA	43	31	0	-96	45	0	NA	NA	NA	"Orchid, western prairie fringed (Platanthera praeclara); Shiner, Topeka (Notropis topeka(=tristis)"	"topeka shiner (notropis topeka (=tristis): BO = NLAA - Concurrence Provided; CH = , western prairie fringed orchid (platanthera praeclara): BO = No Effect - Concurrence Provided; CH = )"	2	2	1	1	2	0	0	0	0	f2981956d851960367790547b7906951	None	TRUE	6	SOUTH DAKOTA ECOLOGICAL SERVICES FIELD OFFICE	43.51669	-96.74967	NAD27
0.542009065	NA	52420-2010-I-1075	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	New Life Christian Ministries	-- OTHER: CONSULTANT --	2010	2010	2010	7/1/10	NA	7/31/10	8/17/10	47	8/17/10	No	No	No	No	Informal Consultation	Standard	development	development	No ARRA funding	WGS84	NA	NA	40	43	47.7	-79	49	54.6	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	indiana bat (myotis sodalis): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	7374dbb1a08095e21f7ea24479eed338	ae6b1c6028ba5d0b756839ac57566702	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	40.72985	-79.83206	NAD27
0.543336074	NA	04EM1000-2015-I-0219	4	MS	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	"SR 309 bridge replacements, Marshall County, MS"	Federal Highway Administration	2015	2015	2015	12/12/14	NA	1/11/15	1/7/15	26	1/7/15	Yes	Yes	Yes	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	NA	NA	34	48	57.4	-89	41	28	NA	NA	NA	"Bat, Indiana (Myotis sodalis)"	 	1	0	NA	NA	NA	NA	0	NA	NA	e17a614fbfe58dff144ec3c7fe8e7cc0	None	TRUE	4	MISSISSIPPI ECOLOGICAL SERVICES FIELD OFFICE	34.81585	-89.69103	NAD27
0.543654151	NA	71450-2009-I-0157	7	AK	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	Willow Nancy Lake Campground Project	Environmental Protection Agency	2009	2009	2009	6/15/09	NA	7/15/09	6/26/09	11	6/26/09	Yes	No	No	No	Informal Consultation	Standard	development - commercial	development	No ARRA funding	WGS84	61.676	-150.088	NA	NA	NA	NA	NA	NA	NA	NA	NA		no species present; CH = No Effect - Concurrence Provided; CH = 	1	1	1	0	1	0	0	0	0	71308ea850afe171bf8f8b37c451d861	None	TRUE	7	ANCHORAGE FISH AND WILDLIFE FIELD OFFICE	61.676	-150.088	NAD27
0.544050744	NA	04ES1000-2015-I-0104	4	SC	SOUTH CAROLINA ECOLOGICAL SERVICES	P/N SAC-2011-857-DIJ-SCDOT	Army Corps of Engineers	2015	2015	2015	11/3/14	NA	11/18/14	11/13/14	10	11/13/14	Yes	Yes	Yes	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	No ARRA funding	WGS84	32.210621	-80.746646	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Manatee, West Indian (Trichechus manatus); Stork, wood (Mycteria americana)"	 	2	0	NA	NA	NA	NA	0	NA	NA	16d3c79b0e80dccb09ed2a06494f63ee	None	TRUE	4	SOUTH CAROLINA ECOLOGICAL SERVICES	32.21042	-80.74682	NAD27
0.544767053	NA	22410-2008-I-0226	2	AZ	ARIZONA ECOLOGICAL SERVICES FIELD OFFICE	EBI project Num.61081425 PHI North Canyon HS/Alt. Num.1	Federal Communications Commission	2008	2008	2008	3/24/08	NA	4/23/08	3/26/08	2	3/26/08	Yes	No	No	No	Informal Consultation	Standard	communications tower - new construction	communications tower	No ARRA funding	NAD83	NA	NA	33	39	23.4	-112	2	45.6	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	f04dc0ae87e05a21e47e27c5c3f64bff	None	TRUE	2	ARIZONA ECOLOGICAL SERVICES FIELD OFFICE	33.65646	-112.04529	NAD27
0.545134145	NA	52420-2011-I-0496	5	PA	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	"SR 0715/0190/2332 Bridge Maintenance, Monroe"	STATE OF PENNSYLVANIA	2011	2011	2011	3/10/11	NA	8/31/11	8/11/11	154	8/11/11	Yes	No	No	No	Informal Consultation	Standard	bridge - maintenance / modification / replacement / upgrade - non federal	bridge	No ARRA funding	WGS84	NA	NA	41	1	12.9	-75	20	5.6	NA	NA	NA	"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)"	bog (=muhlenberg) turtle (clemmys muhlenbergii): BO = NLAA - Concurrence Provided; CH = 	1	1	0	1	1	0	0	0	0	cfb4f3f50a50c7eeb747845ec2ca3a42	None	TRUE	5	PENNSYLVANIA ECOLOGICAL SERVICES FIELD OFFICE	41.02016	-75.33526	NAD27
0.545355353	NA	05E2VA00-2014-I-3053	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Slurry Pavers VA0054330	Virginia Department of Environmental Quality	2014	2014	2014	8/12/14	NA	9/11/14	8/27/14	15	8/27/14	Yes	No	No	No	Informal Consultation	Standard	wastewater facility	wastewater facility	No ARRA funding	WGS84	NA	NA	37	25	16.9	-77	25	33.7	NA	NA	NA		 	1	0	NA	NA	NA	NA	0	NA	NA	3902fb80ec9699bbd8e22ed0eee570c0	None	TRUE	5	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	37.42121	-77.42632	NAD27
