activity_code	action_found	lat_dec_deg.x	long_dec_deg.x	hab_chg	area	act_start	act_end	completed	earliest_date	relevant_dates	comments	region	state	ESOffice.x	title	lead_agency	FY	start_date	date_formal_consult	due_date	FWS_concl_date	elapsed	consult_complex	work_type	work_category	UTM_zone	with_coord	N_consultations	JM_expect	TK_expect	reconcile	N_formal	formal_in	observed
13410-2011-F-0115	1.0	47.52192	-124.09501	3.0	30.0	2013-10-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1990-06-01	03-2011; 11-2011; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Gerald King Cedar Salvage NB-09-04	Bureau of Indian Affairs	2011	2011-01-12	40555	40690	2011-04-25	103	Standard	forestry - harvest	forestry	10	TRUE	149	1.0	1.0	1.0	35	formal	Yes
41420-2008-F-0048	0.0	24.69329	-81.37151	NA	NA	NA	NA	NA	1995-01-01	11-2007; 12-2008; 03-2009… 12-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Key Largo woodrat reintroduction protocol	Fish and Wildlife Service	2008	2007-11-07	39434	39569	2008-02-11	55	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	formal	No
43410-2010-F-0138	0.0	30.23067	-87.9356	NA	NA	NA	NA	NA	1992-01-01	02-2008; 05-2010; 06-2011… 01-2015	NA	4	AL	ALABAMA ECOLOGICAL SERVICES FIELD OFFICE	Biological Opinion for Batch V single-family home ITPs	Fish and Wildlife Service	2010	2009-11-13	40130	40282	2009-12-16	33	Standard	development - residential	development	16	TRUE	3713	1.0	1.0	1.0	101	formal	No
81440-2010-F-0471	0.0	34.52327	-118.532	NA	NA	NA	NA	NA	1994-05-01	08-2012; 12-2013; 08-2014; 04-2015; 05-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Tejon Mountain Village Consultation	Army Corps of Engineers	2010	2010-03-16	40253	41440	2013-05-28	1169	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	formal	No
13410-2009-F-0537	0.0	47.36259	-123.99221	NA	NA	NA	NA	NA	1994-07-01	03-2009; 09-2009; 03-2011; 11-2011; 10-2013	Foliage too dense to see bridge	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	F-15 Road/Hatchery Creek Culvert Removal and Bridge Installation	Bureau of Indian Affairs	2009	2009-09-23	40079	40214	2009-09-25	2	Standard	bridge - new construction - federal	bridge	10	TRUE	89	1.0	1.0	1.0	14	formal	No
13410-2009-F-0020	0.0	48.27996	-122.59229	NA	NA	NA	NA	NA	1990-06-01	07-2007; 05-2009… 07-2015	Location in the middle of a bay	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Explosive Ordnance Disposal	Department of Defense (DOD) - Navy	2009	2001-01-08	38076	38211	2008-11-07	1683	Standard	military - operations	military	10	TRUE	88	0.0	NA	0.0	14	formal	No
81420-2009-F-0900	1.0	37.81811	-120.279	3.0	NA	2010-09-01T00:00:00Z	2010-09-01T00:00:00Z	1.0	1998-08-01	06-2009; 03-2010; 09-2010	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Old Priest Grade Widening and Guardrail Project, Tuolumne Co., CA	California Dept. of Transportation District 10	2009	2009-04-24	39927	40062	2009-07-30	97	Programmatic Project-Level	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
08ESMF00-2012-F-0135	1.0	36.35062	-119.42598	5.0	2.5	2011-06-01T00:00:00Z	2012-08-01T00:00:00Z	1.0	1994-05-01	06-2011; 08-2012; 02-2014; 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Betty Drive Interchange Project, SR 99, Tulare Co., CA	California Dept. of Transportation District 6	2012	2012-01-03	40998	41133	2012-05-21	52	Standard	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
04ER1000-2014-F-0984	0.0	35.03977	-90.71412	NA	NA	NA	NA	NA	1994-02-01	10-2012; 10-2014	NA	4	AR	ARKANSAS ECOLOGICAL SERVICES FIELD OFFICE	I-40 St. Francis Diversion Bridge Replacement Biological Opinion	NA	2014	2014-08-13	41864	41999	2014-08-20	7	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	formal	No
04EF2000-2012-F-0320	0.0	25.41459	-80.4916	NA	NA	NA	NA	NA	1994-01-01	03-2011; 03-2013; 01-2014; 12-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	City of Florida Detention Correction Facility in Florida City	Army Corps of Engineers	2012	2012-09-04	41310	41445	2013-02-14	9	Standard	development - government / municipal	development	NA	TRUE	796	1.0	1.0	1.0	29	formal	No
08ESMF00-2013-F-0402-R001	1.0	39.715398	-121.789121	4.0	1.11	2013-05-01T00:00:00Z	2015-04-01T00:00:00Z	1.0	1993-06-01	05-2013; 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Canyon View High School, Butte County	Army Corps of Engineers	2013	2013-04-15	41444	41579	2013-07-22	33	Standard	development - government / municipal	development	10	TRUE	796	1.0	1.0	1.0	29	formal	Yes
01EWFW00-2012-F-0274	1.0	47.38319	-123.95801	3.0	35.09	2013-10-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1990-06-01	11-2011; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Allotments 1819 &amp; 300 Timber Sale PCF	Bureau of Indian Affairs	2012	2012-06-27	41087	41222	2012-07-03	6	Programmatic Project-Level	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Yes
13410-2010-F-0098	1.0	47.49166	-124.04347	3.0	200.0	2011-03-01T00:00:00Z	2011-03-01T00:00:00Z	1.0	1990-06-01	09-2009; 03-2011; 11-2011; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Boulder North Logging Unit Timber Harvest	Bureau of Indian Affairs	2010	2009-12-08	40155	40290	2010-01-13	36	Standard	forestry - harvest	forestry	10	TRUE	149	1.0	1.0	1.0	35	formal	Yes
08EVEN00-2015-F-0148	0.0	35.19074	-120.61488	NA	NA	NA	NA	NA	1994-09-01	08-2013; 04-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Price Canyon Road Windening Phase II	California Dept. of Transportation District 5	2015	2015-02-26	42061	42181	2015-03-13	15	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	formal	No
81420-2010-F-0198	1.0	38.96155	-121.37607	3.0	NA	2010-09-01T00:00:00Z	2011-10-01T00:00:00Z	1.0	1993-05-01	04-2010; 09-2010; 03-2011… 10-2011	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Dowd Road at Yankee Slough bridge replacement, Placer County	California Dept. of Transportation District 3	2010	2009-12-15	40165	40300	2010-08-18	243	Standard	bridge construction / maintenance	bridge construction / maintenance	10	TRUE	283	0.5	0.5	0.5	73	formal	Yes
04EF2000-2012-F-0310	0.0	26.9467	-80.08515	NA	NA	NA	NA	NA	1995-01-01	03-2011; 01-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Jupiter Inlet Maintenance Project	Army Corps of Engineers	2012	2012-09-10	41304	41343	2013-03-04	33	Standard	transport - shipping - inland waterway / navigation	transportation	NA	TRUE	30	0.0	0.0	0.0	11	formal	No
14420-2009-F-0139	0.0	45.40723	-113.99652	NA	NA	NA	NA	NA	1992-07-01	09-2006; 08-2009; 12-2011… 10-2014	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 09 - Diversions in the Lower Salmon River watershed on the Salmon-Challis National Forest	Forest Service	2009	2008-10-15	39798	39933	2009-04-16	121	Batched	agriculture - irrigation - intake - maintenance / modification / replacement / upgrade	agriculture	NA	TRUE	23	0.0	NA	0.0	12	formal	No
81420-2010-F-0315-R001	1.0	36.54594	-119.39408	5.0	0.27	2012-08-01T00:00:00Z	2014-02-01T00:00:00Z	1.0	1998-08-01	06-2011; 08-2012; 02-2014; 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Reinitiation of Mountain View/Ave 416/El Monte Way Widening Project, Fresno &amp; Tulare Cos., CA	California Dept. of Transportation District 6	2010	2012-01-09	40917	41052	2012-05-14	126	Standard	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
81420-2008-F-1525-R002	0.0	38.597239	-121.477268	NA	NA	NA	NA	NA	1993-06-01	08-2013… 07-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	American River Watershed Investigation, Common Features-NEMDC Levee Improvement Project	Army Corps of Engineers	2008	2013-11-04	41582	41717	2013-11-14	10	Standard	levees / dikes	levee / dike	10	TRUE	89	0.5	0.0	0.5	51	formal	No
81420-2011-F-0781	1.0	37.19442	-121.77428	3.0	0.28	2014-02-01T00:00:00Z	2015-03-01T00:00:00Z	0.0	1993-06-01	05-2012; 08-2012… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	HCP Hoa Cam Tieu Low-Effect, Santa Clara Co., CA	-- OTHER --	2011	2012-04-10	41009	41144	2012-06-22	73	Standard	development - residential	development	10	TRUE	3713	1.0	1.0	1.0	101	formal	Yes
53411-2011-F-0349	1.0	45.83583	-67.84891	5.0	0.1	2013-09-01T00:00:00Z	2013-09-01T00:00:00Z	1.0	1996-05-01	11-2011; 09-2013	NA	5	ME	MAINE ECOLOGICAL SERVICES FIELD OFFICE	Orient bridge replacement, Route 1 Maine Department of Transportation	Federal Highway Administration	2011	2012-02-07	40946	41081	2012-11-21	288	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	Yes
13410-2008-F-0619	0.0	47.50396	-123.312	NA	NA	NA	NA	NA	1990-07-01	08-2006; 09-2009; 11-2011; 07-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Road 24 Opening and Culvert Installation	Forest Service	2008	2008-05-19	39587	39722	2008-05-19	NA	Standard	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	10	TRUE	1434	0.5	0.5	0.5	105	formal	No
41420-2009-F-0168	0.0	26.77078	-80.03683	NA	NA	NA	NA	NA	1995-01-01	01-2009; 12-2010; 12-2010; 03-2011; 01-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Palm Beach Harbor M &amp; O - Jetty Cap Repair	Army Corps of Engineers	2009	2009-02-20	39874	40009	2009-03-06	4	Standard	transport - shipping - inland waterway / navigation	transportation	NA	TRUE	30	0.0	0.0	0.0	11	formal	No
81440-2010-F-0168	1.0	36.925001	-121.792209	5.0	0.47	2011-05-01T00:00:00Z	NA	0.0	1993-06-01	09-2010; 05-2011; 10-2011… 03-2015	Patch of land was cleared but nothing was ever constructed - cleared land grew back over with grass	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Westgate Property Formal Consultation Request	Army Corps of Engineers	2010	2010-01-28	40207	40342	2010-12-20	325	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	formal	Yes
81440-2009-F-0421	0.0	37.07833	-122.00876	NA	NA	NA	NA	NA	1991-10-01	07-2009; 08-2009; 09-2009; … 03-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Salvation Army HCP	-- OTHER: CONSULTANT --	2009	2009-08-06	40031	40166	2009-08-06	NA	Standard	development - commercial	development	NA	TRUE	1809	1.0	1.0	1.0	96	formal	No
81420-2009-F-0220	0.0	37.16279	-121.84237	NA	NA	NA	NA	NA	1993-06-01	03-2009; 06-2009; 07-2009… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Removal of mercury contamination, Guadalupe River and restoration of Jacques Gulch	Army Corps of Engineers	2009	2008-12-05	39960	40095	2009-05-27	NA	Standard	stream restoration / enhancement	stream restoration / enhancement	10	TRUE	457	0.5	0.5	0.5	89	formal	No
81410-2011-F-0005	0.0	37.57186	-121.20467	NA	NA	NA	NA	NA	1998-08-01	09-2010; 11-2010; 06-2011… 03-2015	Not sure what water it's talking about	8	CA	SAN FRANCISCO BAY - DELTA FISH AND WILDLIFE	Reinitiation Stockton Deep Water Ship Channel Maintenance Dredge Extension	Army Corps of Engineers	2011	2010-11-23	40505	40640	2010-11-23	NA	Standard	dredge / excavation	dredge / excavation	NA	TRUE	449	0.5	0.0	0.5	48	formal	No
13410-2011-F-0052	1.0	47.4773	-124.03758	3.0	235.0	2011-03-01T00:00:00Z	2011-03-01T00:00:00Z	1.0	1990-06-01	09-2009; 03-2011	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	Flora Johns Green Timber Harvest Permit, Allotment 322	Bureau of Indian Affairs	2011	2010-11-16	40498	40633	2010-11-22	6	Standard	forestry - harvest	forestry	10	TRUE	149	1.0	1.0	1.0	35	formal	Yes
08ECAR00-2014-F-0214	0.0	33.30002	-117.35962	NA	NA	NA	NA	NA	1994-05-01	11-2013; 04-2014; 09-2014	NA	8	CA	CARLSBAD FISH AND WILDLIFE OFFICE	[MCBCP] Chappo Basin Production Well Project	Department of Defense (DOD) - Marine Corps	2014	2013-12-11	41619	NA	2014-03-26	105	Programmatic Project-Level	military - operations	military	NA	TRUE	88	0.0	NA	0.0	14	formal	No
42430-2009-F-0014	0.0	35.07223	-85.11845	NA	NA	NA	NA	NA	1997-03-01	09-2008; 04-2010	Image quality before 2010 too poor	4	TN	TENNESSEE ECOLOGICAL SERVICES FIELD OFFICE	Volunteer Ordnance Connector	Federal Highway Administration	2009	2008-10-21	39742	39877	2008-11-26	36	Standard	transport - road / highway - new construction - federal	transportation	NA	TRUE	171	1.0	1.0	1.0	14	formal	No
01EWFW00-2012-F-0254	1.0	47.50024	-124.05605	3.0	46.0	2013-10-01T00:00:00Z	2013-10-01T00:00:00Z	1.0	1994-09-01	11-2011; 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	QIN Campbells Chunky Logging Unit PCF	Bureau of Indian Affairs	2012	2012-05-31	41060	41195	2012-06-18	18	Programmatic Project-Level	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Yes
81420-2010-F-0865	1.0	35.39803	-118.91293	5.0	15.0	2013-03-01T00:00:00Z	NA	0.0	1992-09-01	04-2011; 08-2012… 03-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Morning Drive/SR 178 Interchange Project (part of TRIP), Bakersfield, Kern Co., CA	California Dept. of Transportation District 6	2010	2010-07-14	40602	40737	2011-08-18	171	Standard	transportation - road / highway	transportation	11	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
42910-2010-F-0230	1.0	35.53162	-82.84231	5.0	0.1	2013-03-01T00:00:00Z	2013-03-01T00:00:00Z	1.0	1995-03-01	10-2009; 03-2013	NA	4	NC	ASHEVILLE ECOLOGICAL SERVICES FIELD OFFICE	10-092 Haywood B-3656 US 19/23/74 Pigeon River	Federal Highway Administration	2010	2009-10-22	40323	40458	2010-09-16	114	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	Yes
81420-2009-F-0522-R001	1.0	37.20747	-120.35635	4.0	NA	2012-08-01T00:00:00Z	NA	0.0	1998-08-01	09-2009; 09-2010; 04-2011… 03-2015	Hard to discern area b/c road work goes on for miles	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Reinitiation of Plainsburg/Arboleda State Route 99, Merced County, CA	California Dept. of Transportation District 6	2009	2010-05-06	40304	40439	2010-08-13	99	Standard	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
41420-2011-F-0186	0.0	27.47008	-81.37125	NA	NA	NA	NA	NA	1994-03-01	01-2011; 02-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Meyer Snail Kite recovery permit biological opinion (TE38642EA)	Fish and Wildlife Service	2011	2011-03-29	40631	40766	2011-07-29	122	Standard	recovery permit - research - collection/handling	recovery permit	NA	TRUE	43	0.0	0.0	0.0	29	formal	No
41420-2009-F-0429	1.0	27.018017	-82.020281	3.0	2.57	2010-12-01T00:00:00Z	NA	0.5	1995-02-01	12-2008; 12-2010… 04-2014	Area consists of 2 plots - 1 finished construction between 12-2010 and 01-2012. Other has not had any construction since being cleared	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Visually Impaired Persons HCP BO	Fish and Wildlife Service	2009	2007-06-08	39241	39376	2009-07-17	770	Standard	development	development	NA	TRUE	1019	0.5	1.0	1.0	32	formal	Yes
81420-2008-F-0010	0.0	37.36047	-119.69981	NA	NA	NA	NA	NA	1993-05-01	12-2005; 06-2009; 09-2010… 05-2014	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Sierra Meadows Estates Project	Army Corps of Engineers	2008	2007-08-16	39310	39721	2008-07-14	333	Standard	development - residential	development	11	TRUE	3713	1.0	1.0	1.0	101	formal	No
43440-2010-F-0655	NA	29.09403	-90.60992	NA	NA	NA	NA	NA	NA	02-2006; 04-2010; 11-2012; 01-2015	Same project as: 43440-2010-F-0656 (row 40)	4	LA	LOUISIANA ECOLOGICAL SERVICES FIELD OFFICE	2009 Modification of 2004 BO: BUDM, HNC, Restoration of Wine Island Project	Army Corps of Engineers	2010	2009-11-03	40120	40285	2009-12-17	44	Standard	dredge / excavation	dredge / excavation	15	TRUE	449	0.5	0.0	0.5	48	formal	NA
81420-2008-F-0095-R005	0.0	38.62827	-121.50998	NA	NA	NA	NA	NA	1993-06-01	08-2013; 02-2014; 04-2014; 07-2014; 02-2015; 04-2015; 07-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	I-80 Across the Top Bus/Carpool HOV and Auxiliary Lane, Sacramento County	California Dept. of Transportation District 3	2008	2013-09-20	41537	41672	2013-09-25	5	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
04EF2000-2013-F-0258	0.0	26.32378	-80.81643	NA	NA	NA	NA	NA	1995-01-01	12-2010; 02-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	State Wildlife Grant FWC Funding for Florida bonneted bat research	Fish and Wildlife Service	2013	2013-05-23	41417	41552	2013-07-03	41	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	formal	No
41420-2009-F-0040-R001	1.0	25.80282	-80.12413	1.0	NA	2011-03-01T00:00:00Z	2011-03-01T00:00:00Z	1.0	1995-01-01	03-2010; 12-2010; 03-2011; 04-2012… 12-2014	Not sure about area b/c it goes on along the coast for miles. Does this count as natural --> natural	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	27th Street Area Sand Placement	Army Corps of Engineers	2009	2009-12-23	NA	40305	2010-05-07	NA	Standard	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	NA	TRUE	179	0.5	0.5	0.5	89	formal	Yes
14420-2010-F-0342	0.0	45.014516	-114.004206	NA	NA	NA	NA	NA	1992-07-01	08-2009; 07-2010; 12-2011… 10-2014	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 10 - Lake Creek Grazing Allotment	Forest Service	2010	2010-05-24	40322	40457	2010-06-17	24	Standard	agriculture - grazing - ongoing activities - cattle	agriculture	NA	TRUE	114	0.0	0.0	0.0	38	formal	No
81420-2009-F-0890	0.0	38.68387	-121.62976	NA	NA	NA	NA	NA	1993-06-01	08-2009; 12-2011; 06-2014	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	SAFCA NLIP Phase 3	Army Corps of Engineers	2009	2009-04-06	39909	40084	2009-09-28	175	Programmatic Project-Level	levees / dikes	levees / dikes	10	TRUE	89	0.5	0.0	0.5	51	formal	No
08EVEN00-2014-F-0067	0.0	36.85392	-121.58708	NA	NA	NA	NA	NA	1998-08-01	02-2014; 03-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Rocks Road Bridge Replacement	California Dept. of Transportation District 5	2014	2014-01-10	41649	41769	2014-04-08	88	Programmatic Project-Level	transport - road / highway - maintenance / modification / replacement / upgrade - federal	transportation	NA	TRUE	1434	0.5	0.5	0.5	105	formal	No
42420-2011-F-0365	1.0	35.46019	-79.401840000000007	3.0	2.0	2015-10-01T00:00:00Z	2015-10-01T00:00:00Z	1.0	1993-02-01	05-2013; 10-2015	NA	4	NC	RALEIGH ECOLOGICAL SERVICES FIELD OFFICE	NCDOT - Division 8 - Bridge No. 620059	Army Corps of Engineers	2011	2013-05-28	41422	41557	2013-06-20	23	Standard	bridge - maintenance / modification / replacement / upgrade - federal	bridge	NA	TRUE	1797	0.5	0.0	0.5	100	formal	Yes
81440-2009-F-0290	0.0	34.2784	-118.59195	NA	NA	NA	NA	NA	1994-05-01	06-2009; 04-2011; 08-2012… 05-2015	NA	8	CA	VENTURA FISH AND WILDLIFE OFFICE	Deerlake Ranch	Army Corps of Engineers	2009	2009-04-28	39931	40066	2009-10-20	175	Standard	development - residential	development	NA	TRUE	3713	1.0	1.0	1.0	101	formal	No
05E2NJ00-2013-F-0236	1.0	40.38186	-73.97339	1.0	10.0	2013-09-01T00:00:00Z	2013-09-01T00:00:00Z	1.0	1995-03-01	04-2013; 09-2013; 04-2014	NA	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	SBO Expedited Sea Bright to Monmouth Beach Replenishment, Monmouth Co., NJ	Army Corps of Engineers	2013	2013-05-08	41402	41537	2013-07-19	72	Programmatic Program-Level	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	NA	TRUE	179	0.5	0.5	0.5	89	formal	Yes
52421-2011-F-0215	0.0	39.10566	-74.70656	NA	NA	NA	NA	NA	1991-03-01	12-2010; 06-2011; 10-2014; 05-2015	Doesn't look like any sand was added	5	NJ	NEW JERSEY ECOLOGICAL SERVICES FIELD OFFICE	Streamline consulation for beach nourishment in Avalon and Stone Harbor, NJ	Army Corps of Engineers	2011	2011-01-13	40556	40691	2011-04-22	99	Programmatic Project-Level	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	NA	TRUE	179	0.5	0.5	0.5	89	formal	No
08ESMF00-2013-F-0450	1.0	38.48555	-121.55014	3.0	NA	2015-04-01T00:00:00Z	2015-04-01T00:00:00Z	1.0	1993-06-01	07-2014; 04-2015; 07-2015	Along shore about 0.3 mi	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Small Erosion Repair Program	Army Corps of Engineers	2013	2013-02-25	41330	41465	2014-08-20	541	Programmatic Program-Level	stream / waterbody - modification - bank stabilization / armoring	stream / waterbody	NA	TRUE	516	0.5	0.5	0.5	61	formal	Yes
81420-2010-F-0522	0.0	38.34333	-122.95753	NA	NA	NA	NA	NA	1993-07-01	07-2010; 09-2010… 03-2015	Stream covered by trees all along banks. Can't see any difference	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Stream restoration activities, Salmon Creek	National Oceanic and Atmospheric Admin	2010	2010-03-25	40395	40530	2010-08-23	18	Standard	stream restoration / enhancement	stream restoration / enhancement	NA	TRUE	457	0.5	0.5	0.5	89	formal	No
41420-2010-F-0455	NA	28.09082	-81.45214	NA	NA	NA	NA	NA	1995-02-01	05-2010; 12-2010; 01-2012… 02-2015	Not sure how to categorize action found - 05-2010 pic clearly reveals burn area, and every pic after that shows green growth. Does that count? (see images)	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	State Wildlife Grant_Martin_Fire Strike Team Funding	Fish and Wildlife Service	2010	2009-11-17	40168	40303	2010-06-17	178	Standard	federal grant / loan related	federal grant / loan related	NA	TRUE	445	0.0	NA	0.0	11	formal	NA
81330-2009-F-0004-R002	0.5	41.26033	-121.92778	1.0	80.5	2014-07-01T00:00:00Z	2014-07-01T00:00:00Z	1.0	1993-08-01	07-2012; 07-2014	Think I found the burn area, but it's 2.8 mi SW of pin. (see images)	8	CA	RED BLUFF FISH AND WILDLIFE OFFICE	Algoma Vegetation Management Project	Forest Service	2009	2013-01-07	41393	41453	2013-07-29	91	Standard	fire - prescribed burn	fire	NA	TRUE	257	1.0	1.0	1.0	18	formal	Maybe
13410-2008-F-0129	0.5	47.36431	-124.07126	3.0	40.0	2009-03-01T00:00:00Z	2009-03-01T00:00:00Z	1.0	1994-07-01	08-2006; 03-2009; 03-2011… 10-2013	NA	1	WA	WASHINGTON FISH AND WILDLIFE OFFICE	South Big Bend Timber Sale	Bureau of Indian Affairs	2008	2008-01-15	39485	39620	2008-02-12	5	Standard	forestry - timber sale	forestry	10	TRUE	203	0.0	NA	0.5	95	formal	Maybe
05E2VA00-2014-F-0209	0.5	37.28023	-76.01281	3.0	3.3	2013-03-01T00:00:00Z	2013-03-01T00:00:00Z	0.5	1994-03-01	09-2011; 03-2013	"Started FY 2014, but the title says ""created Nov 2013""… does that mean the project or consultation? Not sure what I’m looking at in water (see images)"	5	VA	VIRGINIA ECOLOGICAL SERVICES FIELD OFFICE	Peacock Holdings Breakwater Project -- created on November 01, 2013 01:30	-- OTHER: CONSULTANT --	2014	2013-11-01	41579	41636	2014-01-03	63	Standard	shoreline / beach protection / renourishment	shoreline / beach protection / renourishment	NA	TRUE	179	0.5	0.5	0.5	89	formal	Maybe
81420-2008-F-1714-R003	1.0	39.738871	-121.822782	3.0	0.8	2013-05-01T00:00:00Z	2015-04-01T00:00:00Z	1.0	1998-08-01	07-2011; 05-2013 	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	State Route 99 Auxiliary Lane Project, Butte County	California Dept. of Transportation District 3	2008	2011-11-20	40867	41002	2011-12-07	17	Standard	transportation - road / highway	transportation	10	TRUE	1380	0.5	1.0	0.5	306	formal	Yes
41420-2008-F-0085	1.0	27.1635	-82.43047	3.0	27.0	2010-12-01T00:00:00Z	NA	0.0	1995-01-01	11-2007; 01-2008; 03-2009… 04-2014	NA	4	FL	SOUTH FLORIDA ECOLOGICAL SERVICES FIELD OFFICE	Honore Avenue/Pinebrook Road Extension	Army Corps of Engineers	2008	2007-11-30	39416	39551	2007-12-12	12	Standard	transport - road / highway - new construction - federal	transportation	NA	TRUE	171	1.0	1.0	1.0	14	formal	Yes
14420-2009-F-0127	0.0	44.38739	-115.10845	NA	NA	NA	NA	NA	1998-08-01	09-2006; 08-2009; 12-2011… 10-2014	NA	1	ID	IDAHO FISH AND WILDLIFE OFFICE	EIFO 09  - Middle Fork of the Salmon River diversions on the SCNF	Forest Service	2009	2008-11-12	39805	39940	2009-04-16	114	Batched	agriculture - irrigation - intake - maintenance / modification / replacement / upgrade	agriculture	NA	TRUE	23	0.0	NA	0.0	12	formal	No
81420-2008-F-1791	0.0	38.30079	-121.96792	NA	NA	NA	NA	NA	1993-06-01	03-2010; 05-2010; 06-2010; 09-2010… 04-2015	NA	8	CA	SACRAMENTO FISH AND WILDLIFE OFFICE	Caltrans Jepson Parkway Project, Solano County	Department of Transportation	2008	2009-03-05	39877	40012	2010-05-27	448	Standard	transportation - road / highway	transportation	NA	TRUE	1380	0.5	1.0	0.5	306	formal	No
